year,id,state,month,number,date
2012,11,Minas Gerais,Dezembro,189,2012-01-01
2013,11,Minas Gerais,Dezembro,98,2013-01-01
2014,11,Minas Gerais,Dezembro,155,2014-01-01
2015,11,Minas Gerais,Dezembro,295,2015-01-01
2016,11,Minas Gerais,Dezembro,91,2016-01-01
1998,14,Pará,Janeiro,0,1998-01-01
1999,14,Pará,Janeiro,87,1999-01-01
2000,14,Pará,Janeiro,30,2000-01-01
2001,14,Pará,Janeiro,34,2001-01-01
2002,14,Pará,Janeiro,144,2002-01-01
2003,14,Pará,Janeiro,900,2003-01-01
2004,14,Pará,Janeiro,579,2004-01-01
2005,14,Pará,Janeiro,1.768,2005-01-01
2006,14,Pará,Janeiro,403,2006-01-01
2007,14,Pará,Janeiro,467,2007-01-01
2008,14,Pará,Janeiro,131,2008-01-01
2009,14,Pará,Janeiro,241,2009-01-01
2010,14,Pará,Janeiro,437,2010-01-01
2011,14,Pará,Janeiro,108,2011-01-01
2012,14,Pará,Janeiro,392,2012-01-01
2013,14,Pará,Janeiro,167,2013-01-01
2014,14,Pará,Janeiro,251,2014-01-01
2015,14,Pará,Janeiro,725,2015-01-01
2016,14,Pará,Janeiro,1.322,2016-01-01
2017,14,Pará,Janeiro,219,2017-01-01
1998,14,Pará,Fevereiro,0,1998-01-01
1999,14,Pará,Fevereiro,285,1999-01-01
2000,14,Pará,Fevereiro,29,2000-01-01
2001,14,Pará,Fevereiro,16,2001-01-01
2002,14,Pará,Fevereiro,120,2002-01-01
2003,14,Pará,Fevereiro,34,2003-01-01
2004,14,Pará,Fevereiro,20,2004-01-01
2005,14,Pará,Fevereiro,85,2005-01-01
2006,14,Pará,Fevereiro,49,2006-01-01
2007,14,Pará,Fevereiro,23,2007-01-01
2008,14,Pará,Fevereiro,54,2008-01-01
2009,14,Pará,Fevereiro,15,2009-01-01
2010,14,Pará,Fevereiro,102,2010-01-01
2011,14,Pará,Fevereiro,13,2011-01-01
2012,14,Pará,Fevereiro,63,2012-01-01
2013,14,Pará,Fevereiro,30,2013-01-01
2014,14,Pará,Fevereiro,37,2014-01-01
2015,14,Pará,Fevereiro,108,2015-01-01
2016,14,Pará,Fevereiro,430,2016-01-01
2017,14,Pará,Fevereiro,14,2017-01-01
1998,14,Pará,Março,0,1998-01-01
1999,14,Pará,Março,7,1999-01-01
2000,14,Pará,Março,181,2000-01-01
2001,14,Pará,Março,0,2001-01-01
2002,14,Pará,Março,14,2002-01-01
2003,14,Pará,Março,27,2003-01-01
2004,14,Pará,Março,22,2004-01-01
2005,14,Pará,Março,21,2005-01-01
2006,14,Pará,Março,10,2006-01-01
2007,14,Pará,Março,6,2007-01-01
2008,14,Pará,Março,4,2008-01-01
2009,14,Pará,Março,4,2009-01-01
2010,14,Pará,Março,110,2010-01-01
2011,14,Pará,Março,21,2011-01-01
2012,14,Pará,Março,30,2012-01-01
2013,14,Pará,Março,19,2013-01-01
2014,14,Pará,Março,34,2014-01-01
2015,14,Pará,Março,61,2015-01-01
2016,14,Pará,Março,81,2016-01-01
2017,14,Pará,Março,42,2017-01-01
1998,14,Pará,Abril,0,1998-01-01
1999,14,Pará,Abril,6,1999-01-01
2000,14,Pará,Abril,40,2000-01-01
2001,14,Pará,Abril,0,2001-01-01
2002,14,Pará,Abril,11,2002-01-01
2003,14,Pará,Abril,14,2003-01-01
2004,14,Pará,Abril,23,2004-01-01
2005,14,Pará,Abril,14,2005-01-01
2006,14,Pará,Abril,2,2006-01-01
2007,14,Pará,Abril,0,2007-01-01
2008,14,Pará,Abril,7,2008-01-01
2009,14,Pará,Abril,8,2009-01-01
2010,14,Pará,Abril,22,2010-01-01
2011,14,Pará,Abril,10,2011-01-01
2012,14,Pará,Abril,11,2012-01-01
2013,14,Pará,Abril,20,2013-01-01
2014,14,Pará,Abril,27,2014-01-01
2015,14,Pará,Abril,27,2015-01-01
2016,14,Pará,Abril,66,2016-01-01
2017,14,Pará,Abril,45,2017-01-01
1998,14,Pará,Maio,0,1998-01-01
1999,14,Pará,Maio,4,1999-01-01
2000,14,Pará,Maio,12,2000-01-01
2001,14,Pará,Maio,7,2001-01-01
2002,14,Pará,Maio,18,2002-01-01
2003,14,Pará,Maio,3,2003-01-01
2004,14,Pará,Maio,44,2004-01-01
2005,14,Pará,Maio,37,2005-01-01
2006,14,Pará,Maio,0,2006-01-01
2007,14,Pará,Maio,9,2007-01-01
2008,14,Pará,Maio,0,2008-01-01
2009,14,Pará,Maio,7,2009-01-01
2010,14,Pará,Maio,57,2010-01-01
2011,14,Pará,Maio,16,2011-01-01
2012,14,Pará,Maio,59,2012-01-01
2013,14,Pará,Maio,42,2013-01-01
2014,14,Pará,Maio,70,2014-01-01
2015,14,Pará,Maio,95,2015-01-01
2016,14,Pará,Maio,154,2016-01-01
2017,14,Pará,Maio,114,2017-01-01
1998,14,Pará,Junho,58,1998-01-01
1999,14,Pará,Junho,37,1999-01-01
2000,14,Pará,Junho,59,2000-01-01
2001,14,Pará,Junho,42,2001-01-01
2002,14,Pará,Junho,149,2002-01-01
2003,14,Pará,Junho,64,2003-01-01
2004,14,Pará,Junho,340,2004-01-01
2005,14,Pará,Junho,304,2005-01-01
2006,14,Pará,Junho,78,2006-01-01
2007,14,Pará,Junho,129,2007-01-01
2008,14,Pará,Junho,48,2008-01-01
2009,14,Pará,Junho,38,2009-01-01
2010,14,Pará,Junho,94,2010-01-01
2011,14,Pará,Junho,105,2011-01-01
2012,14,Pará,Junho,183,2012-01-01
2013,14,Pará,Junho,173,2013-01-01
2014,14,Pará,Junho,319,2014-01-01
2015,14,Pará,Junho,265,2015-01-01
2016,14,Pará,Junho,502,2016-01-01
2017,14,Pará,Junho,679,2017-01-01
1998,14,Pará,Julho,638,1998-01-01
1999,14,Pará,Julho,982,1999-01-01
2000,14,Pará,Julho,426,2000-01-01
2001,14,Pará,Julho,708,2001-01-01
2002,14,Pará,Julho,772,2002-01-01
2003,14,Pará,Julho,1.571,2003-01-01
2004,14,Pará,Julho,4.436,2004-01-01
2005,14,Pará,Julho,4.364,2005-01-01
2006,14,Pará,Julho,615,2006-01-01
2007,14,Pará,Julho,476,2007-01-01
2008,14,Pará,Julho,971,2008-01-01
2009,14,Pará,Julho,397,2009-01-01
2010,14,Pará,Julho,1.432,2010-01-01
2011,14,Pará,Julho,632,2011-01-01
2012,14,Pará,Julho,661,2012-01-01
2013,14,Pará,Julho,447,2013-01-01
2014,14,Pará,Julho,825,2014-01-01
2015,14,Pará,Julho,906,2015-01-01
2016,14,Pará,Julho,1.579,2016-01-01
2017,14,Pará,Julho,4.985,2017-01-01
1998,14,Pará,Agosto,6.815,1998-01-01
1999,14,Pará,Agosto,6.178,1999-01-01
2000,14,Pará,Agosto,5.484,2000-01-01
2001,14,Pará,Agosto,9.043,2001-01-01
2002,14,Pará,Agosto,15.664,2002-01-01
2003,14,Pará,Agosto,6.255,2003-01-01
2004,14,Pará,Agosto,12.812,2004-01-01
2005,14,Pará,Agosto,13.055,2005-01-01
2006,14,Pará,Agosto,7.575,2006-01-01
2007,14,Pará,Agosto,14.352,2007-01-01
2008,14,Pará,Agosto,4.435,2008-01-01
2009,14,Pará,Agosto,3.859,2009-01-01
2010,14,Pará,Agosto,18.13,2010-01-01
2011,14,Pará,Agosto,2.195,2011-01-01
2012,14,Pará,Agosto,6.964,2012-01-01
2013,14,Pará,Agosto,2.161,2013-01-01
2014,14,Pará,Agosto,8.555,2014-01-01
2015,14,Pará,Agosto,7.913,2015-01-01
2016,14,Pará,Agosto,4.863,2016-01-01
2017,14,Pará,Agosto,11.962,2017-01-01
1998,14,Pará,Setembro,6.237,1998-01-01
1999,14,Pará,Setembro,4.419,1999-01-01
2000,14,Pará,Setembro,2.569,2000-01-01
2001,14,Pará,Setembro,6.139,2001-01-01
2002,14,Pará,Setembro,5.609,2002-01-01
2003,14,Pará,Setembro,8.447,2003-01-01
2004,14,Pará,Setembro,9.471,2004-01-01
2005,14,Pará,Setembro,9.032,2005-01-01
2006,14,Pará,Setembro,8.372,2006-01-01
2007,14,Pará,Setembro,14.59,2007-01-01
2008,14,Pará,Setembro,6.294,2008-01-01
2009,14,Pará,Setembro,6.051,2009-01-01
2010,14,Pará,Setembro,10.81,2010-01-01
2011,14,Pará,Setembro,5.185,2011-01-01
2012,14,Pará,Setembro,6.87,2012-01-01
2013,14,Pará,Setembro,3.36,2013-01-01
2014,14,Pará,Setembro,6.787,2014-01-01
2015,14,Pará,Setembro,11.068,2015-01-01
2016,14,Pará,Setembro,3.953,2016-01-01
2017,14,Pará,Setembro,25.004,2017-01-01
1998,14,Pará,Outubro,3.665,1998-01-01
1999,14,Pará,Outubro,5.026,1999-01-01
2000,14,Pará,Outubro,4.313,2000-01-01
2001,14,Pará,Outubro,5.096,2001-01-01
2002,14,Pará,Outubro,5.189,2002-01-01
2003,14,Pará,Outubro,3.803,2003-01-01
2004,14,Pará,Outubro,4.726,2004-01-01
2005,14,Pará,Outubro,5.083,2005-01-01
2006,14,Pará,Outubro,5.964,2006-01-01
2007,14,Pará,Outubro,2.504,2007-01-01
2008,14,Pará,Outubro,6.653,2008-01-01
2009,14,Pará,Outubro,6.342,2009-01-01
2010,14,Pará,Outubro,3.843,2010-01-01
2011,14,Pará,Outubro,3.141,2011-01-01
2012,14,Pará,Outubro,3.714,2012-01-01
2013,14,Pará,Outubro,4.921,2013-01-01
2014,14,Pará,Outubro,6.448,2014-01-01
2015,14,Pará,Outubro,7.781,2015-01-01
2016,14,Pará,Outubro,5.281,2016-01-01
2017,14,Pará,Outubro,7.628,2017-01-01
1998,14,Pará,Novembro,1.861,1998-01-01
1999,14,Pará,Novembro,2.682,1999-01-01
2000,14,Pará,Novembro,3.366,2000-01-01
2001,14,Pará,Novembro,4.938,2001-01-01
2002,14,Pará,Novembro,7.996,2002-01-01
2003,14,Pará,Novembro,6.195,2003-01-01
2004,14,Pará,Novembro,9.842,2004-01-01
2005,14,Pará,Novembro,4.968,2005-01-01
2006,14,Pará,Novembro,2.883,2006-01-01
2007,14,Pará,Novembro,2.89,2007-01-01
2008,14,Pará,Novembro,2.403,2008-01-01
2009,14,Pará,Novembro,10.012,2009-01-01
2010,14,Pará,Novembro,4.417,2010-01-01
2011,14,Pará,Novembro,3.043,2011-01-01
2012,14,Pará,Novembro,6.156,2012-01-01
2013,14,Pará,Novembro,3.688,2013-01-01
2014,14,Pará,Novembro,7.767,2014-01-01
2015,14,Pará,Novembro,9.643,2015-01-01
2016,14,Pará,Novembro,7.879,2016-01-01
2017,14,Pará,Novembro,9.079,2017-01-01
1998,14,Pará,Dezembro,1.008,1998-01-01
1999,14,Pará,Dezembro,766,1999-01-01
2000,14,Pará,Dezembro,1.698,2000-01-01
2001,14,Pará,Dezembro,2.564,2001-01-01
2002,14,Pará,Dezembro,3.118,2002-01-01
2003,14,Pará,Dezembro,4.787,2003-01-01
2004,14,Pará,Dezembro,5.508,2004-01-01
2005,14,Pará,Dezembro,1.495,2005-01-01
2006,14,Pará,Dezembro,1.417,2006-01-01
2007,14,Pará,Dezembro,689,2007-01-01
2008,14,Pará,Dezembro,684,2008-01-01
2009,14,Pará,Dezembro,2.832,2009-01-01
2010,14,Pará,Dezembro,1.612,2010-01-01
2011,14,Pará,Dezembro,3.218,2011-01-01
2012,14,Pará,Dezembro,1.812,2012-01-01
2013,14,Pará,Dezembro,5.514,2013-01-01
2014,14,Pará,Dezembro,4.828,2014-01-01
2015,14,Pará,Dezembro,6.61,2015-01-01
2016,14,Pará,Dezembro,3.3,2016-01-01
1998,15,Paraiba,Janeiro,0,1998-01-01
1999,15,Paraiba,Janeiro,26,1999-01-01
2000,15,Paraiba,Janeiro,0,2000-01-01
2001,15,Paraiba,Janeiro,11,2001-01-01
2002,15,Paraiba,Janeiro,5,2002-01-01
2003,15,Paraiba,Janeiro,70,2003-01-01
2004,15,Paraiba,Janeiro,33,2004-01-01
2005,15,Paraiba,Janeiro,178,2005-01-01
2006,15,Paraiba,Janeiro,83,2006-01-01
2007,15,Paraiba,Janeiro,69,2007-01-01
2008,15,Paraiba,Janeiro,77,2008-01-01
2009,15,Paraiba,Janeiro,115,2009-01-01
2010,15,Paraiba,Janeiro,46,2010-01-01
2011,15,Paraiba,Janeiro,11,2011-01-01
2012,15,Paraiba,Janeiro,61,2012-01-01
2013,15,Paraiba,Janeiro,38,2013-01-01
2014,15,Paraiba,Janeiro,75,2014-01-01
2015,15,Paraiba,Janeiro,42,2015-01-01
2016,15,Paraiba,Janeiro,18,2016-01-01
2017,15,Paraiba,Janeiro,23,2017-01-01
1998,15,Paraiba,Fevereiro,0,1998-01-01
1999,15,Paraiba,Fevereiro,2,1999-01-01
2000,15,Paraiba,Fevereiro,11,2000-01-01
2001,15,Paraiba,Fevereiro,6,2001-01-01
2002,15,Paraiba,Fevereiro,18,2002-01-01
2003,15,Paraiba,Fevereiro,3,2003-01-01
2004,15,Paraiba,Fevereiro,3,2004-01-01
2005,15,Paraiba,Fevereiro,15,2005-01-01
2006,15,Paraiba,Fevereiro,7,2006-01-01
2007,15,Paraiba,Fevereiro,7,2007-01-01
2008,15,Paraiba,Fevereiro,20,2008-01-01
2009,15,Paraiba,Fevereiro,9,2009-01-01
2010,15,Paraiba,Fevereiro,15,2010-01-01
2011,15,Paraiba,Fevereiro,5,2011-01-01
2012,15,Paraiba,Fevereiro,15,2012-01-01
2013,15,Paraiba,Fevereiro,9,2013-01-01
2014,15,Paraiba,Fevereiro,6,2014-01-01
2015,15,Paraiba,Fevereiro,15,2015-01-01
2016,15,Paraiba,Fevereiro,4,2016-01-01
2017,15,Paraiba,Fevereiro,8,2017-01-01
1998,15,Paraiba,Março,0,1998-01-01
1999,15,Paraiba,Março,1,1999-01-01
2000,15,Paraiba,Março,5,2000-01-01
2001,15,Paraiba,Março,0,2001-01-01
2002,15,Paraiba,Março,3,2002-01-01
2003,15,Paraiba,Março,0,2003-01-01
2004,15,Paraiba,Março,3,2004-01-01
2005,15,Paraiba,Março,13,2005-01-01
2006,15,Paraiba,Março,4,2006-01-01
2007,15,Paraiba,Março,1,2007-01-01
2008,15,Paraiba,Março,8,2008-01-01
2009,15,Paraiba,Março,2,2009-01-01
2010,15,Paraiba,Março,16,2010-01-01
2011,15,Paraiba,Março,6,2011-01-01
2012,15,Paraiba,Março,4,2012-01-01
2013,15,Paraiba,Março,3,2013-01-01
2014,15,Paraiba,Março,18,2014-01-01
2015,15,Paraiba,Março,7,2015-01-01
2016,15,Paraiba,Março,1,2016-01-01
2017,15,Paraiba,Março,2,2017-01-01
1998,15,Paraiba,Abril,0,1998-01-01
1999,15,Paraiba,Abril,3,1999-01-01
2000,15,Paraiba,Abril,1,2000-01-01
2001,15,Paraiba,Abril,0,2001-01-01
2002,15,Paraiba,Abril,1,2002-01-01
2003,15,Paraiba,Abril,0,2003-01-01
2004,15,Paraiba,Abril,3,2004-01-01
2005,15,Paraiba,Abril,2,2005-01-01
2006,15,Paraiba,Abril,0,2006-01-01
2007,15,Paraiba,Abril,0,2007-01-01
2008,15,Paraiba,Abril,0,2008-01-01
2009,15,Paraiba,Abril,1,2009-01-01
2010,15,Paraiba,Abril,2,2010-01-01
2011,15,Paraiba,Abril,2,2011-01-01
2012,15,Paraiba,Abril,13,2012-01-01
2013,15,Paraiba,Abril,6,2013-01-01
2014,15,Paraiba,Abril,8,2014-01-01
2015,15,Paraiba,Abril,11,2015-01-01
2016,15,Paraiba,Abril,1,2016-01-01
2017,15,Paraiba,Abril,1,2017-01-01
1998,15,Paraiba,Maio,0,1998-01-01
1999,15,Paraiba,Maio,0,1999-01-01
2000,15,Paraiba,Maio,0,2000-01-01
2001,15,Paraiba,Maio,4,2001-01-01
2002,15,Paraiba,Maio,1,2002-01-01
2003,15,Paraiba,Maio,0,2003-01-01
2004,15,Paraiba,Maio,1,2004-01-01
2005,15,Paraiba,Maio,0,2005-01-01
2006,15,Paraiba,Maio,0,2006-01-01
2007,15,Paraiba,Maio,0,2007-01-01
2008,15,Paraiba,Maio,0,2008-01-01
2009,15,Paraiba,Maio,0,2009-01-01
2010,15,Paraiba,Maio,10,2010-01-01
2011,15,Paraiba,Maio,0,2011-01-01
2012,15,Paraiba,Maio,10,2012-01-01
2013,15,Paraiba,Maio,3,2013-01-01
2014,15,Paraiba,Maio,1,2014-01-01
2015,15,Paraiba,Maio,6,2015-01-01
2016,15,Paraiba,Maio,1,2016-01-01
2017,15,Paraiba,Maio,1,2017-01-01
1998,15,Paraiba,Junho,3,1998-01-01
1999,15,Paraiba,Junho,1,1999-01-01
2000,15,Paraiba,Junho,2,2000-01-01
2001,15,Paraiba,Junho,0,2001-01-01
2002,15,Paraiba,Junho,1,2002-01-01
2003,15,Paraiba,Junho,0,2003-01-01
2004,15,Paraiba,Junho,0,2004-01-01
2005,15,Paraiba,Junho,0,2005-01-01
2006,15,Paraiba,Junho,0,2006-01-01
2007,15,Paraiba,Junho,0,2007-01-01
2008,15,Paraiba,Junho,0,2008-01-01
2009,15,Paraiba,Junho,0,2009-01-01
2010,15,Paraiba,Junho,3,2010-01-01
2011,15,Paraiba,Junho,2,2011-01-01
2012,15,Paraiba,Junho,5,2012-01-01
2013,15,Paraiba,Junho,3,2013-01-01
2014,15,Paraiba,Junho,1,2014-01-01
2015,15,Paraiba,Junho,0,2015-01-01
2016,15,Paraiba,Junho,4,2016-01-01
2017,15,Paraiba,Junho,0,2017-01-01
1998,15,Paraiba,Julho,0,1998-01-01
1999,15,Paraiba,Julho,1,1999-01-01
2000,15,Paraiba,Julho,0,2000-01-01
2001,15,Paraiba,Julho,8,2001-01-01
2002,15,Paraiba,Julho,8,2002-01-01
2003,15,Paraiba,Julho,6,2003-01-01
2004,15,Paraiba,Julho,1,2004-01-01
2005,15,Paraiba,Julho,0,2005-01-01
2006,15,Paraiba,Julho,1,2006-01-01
2007,15,Paraiba,Julho,1,2007-01-01
2008,15,Paraiba,Julho,0,2008-01-01
2009,15,Paraiba,Julho,3,2009-01-01
2010,15,Paraiba,Julho,7,2010-01-01
2011,15,Paraiba,Julho,6,2011-01-01
2012,15,Paraiba,Julho,5,2012-01-01
2013,15,Paraiba,Julho,1,2013-01-01
2014,15,Paraiba,Julho,9,2014-01-01
2015,15,Paraiba,Julho,3,2015-01-01
2016,15,Paraiba,Julho,22,2016-01-01
2017,15,Paraiba,Julho,2,2017-01-01
1998,15,Paraiba,Agosto,3,1998-01-01
1999,15,Paraiba,Agosto,4,1999-01-01
2000,15,Paraiba,Agosto,7,2000-01-01
2001,15,Paraiba,Agosto,34,2001-01-01
2002,15,Paraiba,Agosto,38,2002-01-01
2003,15,Paraiba,Agosto,14,2003-01-01
2004,15,Paraiba,Agosto,18,2004-01-01
2005,15,Paraiba,Agosto,0,2005-01-01
2006,15,Paraiba,Agosto,3,2006-01-01
2007,15,Paraiba,Agosto,8,2007-01-01
2008,15,Paraiba,Agosto,1,2008-01-01
2009,15,Paraiba,Agosto,4,2009-01-01
2010,15,Paraiba,Agosto,9,2010-01-01
2011,15,Paraiba,Agosto,12,2011-01-01
2012,15,Paraiba,Agosto,13,2012-01-01
2013,15,Paraiba,Agosto,3,2013-01-01
2014,15,Paraiba,Agosto,30,2014-01-01
2015,15,Paraiba,Agosto,5,2015-01-01
2016,15,Paraiba,Agosto,50,2016-01-01
2017,15,Paraiba,Agosto,3,2017-01-01
1998,15,Paraiba,Setembro,50,1998-01-01
1999,15,Paraiba,Setembro,14,1999-01-01
2000,15,Paraiba,Setembro,9,2000-01-01
2001,15,Paraiba,Setembro,98,2001-01-01
2002,15,Paraiba,Setembro,63,2002-01-01
2003,15,Paraiba,Setembro,81,2003-01-01
2004,15,Paraiba,Setembro,34,2004-01-01
2005,15,Paraiba,Setembro,13,2005-01-01
2006,15,Paraiba,Setembro,27,2006-01-01
2007,15,Paraiba,Setembro,22,2007-01-01
2008,15,Paraiba,Setembro,21,2008-01-01
2009,15,Paraiba,Setembro,28,2009-01-01
2010,15,Paraiba,Setembro,37,2010-01-01
2011,15,Paraiba,Setembro,55,2011-01-01
2012,15,Paraiba,Setembro,71,2012-01-01
2013,15,Paraiba,Setembro,25,2013-01-01
2014,15,Paraiba,Setembro,51,2014-01-01
2015,15,Paraiba,Setembro,48,2015-01-01
2016,15,Paraiba,Setembro,131,2016-01-01
2017,15,Paraiba,Setembro,30,2017-01-01
1998,15,Paraiba,Outubro,179,1998-01-01
1999,15,Paraiba,Outubro,48,1999-01-01
2000,15,Paraiba,Outubro,125,2000-01-01
2001,15,Paraiba,Outubro,279,2001-01-01
2002,15,Paraiba,Outubro,193,2002-01-01
2003,15,Paraiba,Outubro,381,2003-01-01
2004,15,Paraiba,Outubro,190,2004-01-01
2005,15,Paraiba,Outubro,155,2005-01-01
2006,15,Paraiba,Outubro,135,2006-01-01
2007,15,Paraiba,Outubro,111,2007-01-01
2008,15,Paraiba,Outubro,80,2008-01-01
2009,15,Paraiba,Outubro,117,2009-01-01
2010,15,Paraiba,Outubro,150,2010-01-01
2011,15,Paraiba,Outubro,200,2011-01-01
2012,15,Paraiba,Outubro,136,2012-01-01
2013,15,Paraiba,Outubro,58,2013-01-01
2014,15,Paraiba,Outubro,70,2014-01-01
2015,15,Paraiba,Outubro,121,2015-01-01
2016,15,Paraiba,Outubro,304,2016-01-01
2017,15,Paraiba,Outubro,123,2017-01-01
1998,15,Paraiba,Novembro,46,1998-01-01
1999,15,Paraiba,Novembro,38,1999-01-01
2000,15,Paraiba,Novembro,65,2000-01-01
2001,15,Paraiba,Novembro,294,2001-01-01
2002,15,Paraiba,Novembro,238,2002-01-01
2003,15,Paraiba,Novembro,538,2003-01-01
2004,15,Paraiba,Novembro,331,2004-01-01
2005,15,Paraiba,Novembro,280,2005-01-01
2006,15,Paraiba,Novembro,215,2006-01-01
2007,15,Paraiba,Novembro,256,2007-01-01
2008,15,Paraiba,Novembro,175,2008-01-01
2009,15,Paraiba,Novembro,428,2009-01-01
2010,15,Paraiba,Novembro,451,2010-01-01
2011,15,Paraiba,Novembro,359,2011-01-01
2012,15,Paraiba,Novembro,130,2012-01-01
2013,15,Paraiba,Novembro,95,2013-01-01
2014,15,Paraiba,Novembro,111,2014-01-01
2015,15,Paraiba,Novembro,206,2015-01-01
2016,15,Paraiba,Novembro,132,2016-01-01
2017,15,Paraiba,Novembro,101,2017-01-01
1998,15,Paraiba,Dezembro,51,1998-01-01
1999,15,Paraiba,Dezembro,40,1999-01-01
2000,15,Paraiba,Dezembro,34,2000-01-01
2001,15,Paraiba,Dezembro,70,2001-01-01
2002,15,Paraiba,Dezembro,163,2002-01-01
2003,15,Paraiba,Dezembro,288,2003-01-01
2004,15,Paraiba,Dezembro,351,2004-01-01
2005,15,Paraiba,Dezembro,159,2005-01-01
2006,15,Paraiba,Dezembro,196,2006-01-01
2007,15,Paraiba,Dezembro,133,2007-01-01
2008,15,Paraiba,Dezembro,187,2008-01-01
2009,15,Paraiba,Dezembro,270,2009-01-01
2010,15,Paraiba,Dezembro,65,2010-01-01
2011,15,Paraiba,Dezembro,179,2011-01-01
2012,15,Paraiba,Dezembro,62,2012-01-01
2013,15,Paraiba,Dezembro,78,2013-01-01
2014,15,Paraiba,Dezembro,62,2014-01-01
2015,15,Paraiba,Dezembro,122,2015-01-01
2016,15,Paraiba,Dezembro,8,2016-01-01
1998,18,Parana,Janeiro,0,1998-01-01
1999,18,Parana,Janeiro,7,1999-01-01
2000,18,Parana,Janeiro,49,2000-01-01
2001,18,Parana,Janeiro,32,2001-01-01
2002,18,Parana,Janeiro,47,2002-01-01
2003,18,Parana,Janeiro,109,2003-01-01
2004,18,Parana,Janeiro,88,2004-01-01
2005,18,Parana,Janeiro,55,2005-01-01
2006,18,Parana,Janeiro,78,2006-01-01
2007,18,Parana,Janeiro,11,2007-01-01
2008,18,Parana,Janeiro,35,2008-01-01
2009,18,Parana,Janeiro,35,2009-01-01
2010,18,Parana,Janeiro,18,2010-01-01
2011,18,Parana,Janeiro,35,2011-01-01
2012,18,Parana,Janeiro,31,2012-01-01
2013,18,Parana,Janeiro,28,2013-01-01
2014,18,Parana,Janeiro,86,2014-01-01
2015,18,Parana,Janeiro,120,2015-01-01
2016,18,Parana,Janeiro,113,2016-01-01
2017,18,Parana,Janeiro,55,2017-01-01
1998,18,Parana,Fevereiro,0,1998-01-01
1999,18,Parana,Fevereiro,22,1999-01-01
2000,18,Parana,Fevereiro,67,2000-01-01
2001,18,Parana,Fevereiro,8,2001-01-01
2002,18,Parana,Fevereiro,24,2002-01-01
2003,18,Parana,Fevereiro,46,2003-01-01
2004,18,Parana,Fevereiro,42,2004-01-01
2005,18,Parana,Fevereiro,77,2005-01-01
2006,18,Parana,Fevereiro,60,2006-01-01
2007,18,Parana,Fevereiro,32,2007-01-01
2008,18,Parana,Fevereiro,38,2008-01-01
2009,18,Parana,Fevereiro,21,2009-01-01
2010,18,Parana,Fevereiro,46,2010-01-01
2011,18,Parana,Fevereiro,8,2011-01-01
2012,18,Parana,Fevereiro,40,2012-01-01
2013,18,Parana,Fevereiro,9,2013-01-01
2014,18,Parana,Fevereiro,52,2014-01-01
2015,18,Parana,Fevereiro,58,2015-01-01
2016,18,Parana,Fevereiro,31,2016-01-01
2017,18,Parana,Fevereiro,60,2017-01-01
1998,18,Parana,Março,0,1998-01-01
1999,18,Parana,Março,40,1999-01-01
2000,18,Parana,Março,52,2000-01-01
2001,18,Parana,Março,12,2001-01-01
2002,18,Parana,Março,18,2002-01-01
2003,18,Parana,Março,76,2003-01-01
2004,18,Parana,Março,83,2004-01-01
2005,18,Parana,Março,84,2005-01-01
2006,18,Parana,Março,56,2006-01-01
2007,18,Parana,Março,54,2007-01-01
2008,18,Parana,Março,43,2008-01-01
2009,18,Parana,Março,57,2009-01-01
2010,18,Parana,Março,22,2010-01-01
2011,18,Parana,Março,21,2011-01-01
2012,18,Parana,Março,55,2012-01-01
2013,18,Parana,Março,18,2013-01-01
2014,18,Parana,Março,42,2014-01-01
2015,18,Parana,Março,55,2015-01-01
2016,18,Parana,Março,63,2016-01-01
2017,18,Parana,Março,43,2017-01-01
1998,18,Parana,Abril,0,1998-01-01
1999,18,Parana,Abril,39,1999-01-01
2000,18,Parana,Abril,51,2000-01-01
2001,18,Parana,Abril,43,2001-01-01
2002,18,Parana,Abril,84,2002-01-01
2003,18,Parana,Abril,130,2003-01-01
2004,18,Parana,Abril,68,2004-01-01
2005,18,Parana,Abril,22,2005-01-01
2006,18,Parana,Abril,49,2006-01-01
2007,18,Parana,Abril,14,2007-01-01
2008,18,Parana,Abril,62,2008-01-01
2009,18,Parana,Abril,80,2009-01-01
2010,18,Parana,Abril,71,2010-01-01
2011,18,Parana,Abril,38,2011-01-01
2012,18,Parana,Abril,38,2012-01-01
2013,18,Parana,Abril,72,2013-01-01
2014,18,Parana,Abril,38,2014-01-01
2015,18,Parana,Abril,83,2015-01-01
2016,18,Parana,Abril,167,2016-01-01
2017,18,Parana,Abril,77,2017-01-01
1998,18,Parana,Maio,0,1998-01-01
1999,18,Parana,Maio,57,1999-01-01
2000,18,Parana,Maio,43,2000-01-01
2001,18,Parana,Maio,26,2001-01-01
2002,18,Parana,Maio,65,2002-01-01
2003,18,Parana,Maio,115,2003-01-01
2004,18,Parana,Maio,9,2004-01-01
2005,18,Parana,Maio,125,2005-01-01
2006,18,Parana,Maio,90,2006-01-01
2007,18,Parana,Maio,14,2007-01-01
2008,18,Parana,Maio,41,2008-01-01
2009,18,Parana,Maio,117,2009-01-01
2010,18,Parana,Maio,39,2010-01-01
2011,18,Parana,Maio,97,2011-01-01
2012,18,Parana,Maio,86,2012-01-01
2013,18,Parana,Maio,85,2013-01-01
2014,18,Parana,Maio,109,2014-01-01
2015,18,Parana,Maio,77,2015-01-01
